Date,Shopping Event?,Ad Spend,Page Views,Unit Price,Sold Units,Revenue,Operational Cost,Profit
2021-09-26,False,1203.9397616824476,11659,1000.0,2371,2371000.0,1686719.6054367104,684280.3945632896
2021-09-27,False,1184.9389752011487,11856,1000.0,2412,2412000.0,1707194.92120944,704805.0787905599
2021-09-28,False,1295.149559979764,11808,1000.0,2330,2330000.0,1666313.493884626,663686.5061153739
2021-09-29,False,1252.4041256097523,11490,1000.0,2312,2312000.0,1657262.1887865367,654737.8112134633
2021-09-30,False,1442.1994725839095,11709,1000.0,2302,2302000.0,1652453.9428204035,649546.0571795965
2021-10-01,True,2418.250114332981,20500,890.4205626044268,6136,5463620.572140763,3570439.3203681484,1893181.2517726142
2021-10-02,False,1439.2274466653716,11733,985.91992956542,2985,2942970.989752779,1993949.9234514479,949021.0663013309
2021-10-03,False,1150.961932266636,11670,1000.0,2293,2293000.0,1647654.3223801851,645345.6776198149
2021-10-04,False,1409.3617897306544,11836,1000.0,2374,2374000.0,1688413.113339447,685586.886660553
2021-10-05,False,1345.2064761156446,11572,1000.0,2316,2316000.0,1659352.3052872964,656647.6947127036
2021-10-06,True,2946.1375974949,20477,827.8627068928629,6502,5382763.320217394,3753959.912641743,1628803.407575651
2021-10-07,False,1408.0017652794668,11707,1000.0,2427,2427000.0,1714918.6781377539,712081.3218622461
2021-10-08,False,1297.482371932604,11850,1000.0,2375,2375000.0,1688799.499672851,686200.5003271489
2021-10-09,False,1201.1394243968034,11442,1000.0,2296,2296000.0,1649205.961602204,646794.038397796
2021-10-10,False,1319.2129319274327,11780,1000.0,2364,2364000.0,1683335.421972339,680664.578027661
2021-10-11,False,1442.7890406497202,11850,1000.0,2379,2379000.0,1690949.8970479115,688050.1029520885
2021-10-12,False,1123.519785862394,11529,1000.0,2339,2339000.0,1670626.356390074,668373.6436099261
2021-10-13,False,1135.5597268618544,11657,1000.0,2337,2337000.0,1669652.3446966233,667347.6553033767
2021-10-14,False,1224.7749873901423,11685,1000.0,2300,2300000.0,1651246.2969108494,648753.7030891506
2021-10-15,False,1342.1637667621837,11595,1000.0,2296,2296000.0,1649360.8694350407,646639.1305649593
2021-10-16,False,1484.5675275240937,12051,1000.0,2454,2454000.0,1728489.0757799787,725510.9242200213
2021-10-17,False,1145.0353865150867,11475,1000.0,2266,2266000.0,1634145.6449982072,631854.3550017928
2021-10-18,False,1138.4803980960337,11576,1000.0,2299,2299000.0,1650648.761377526,648351.238622474
2021-10-19,False,1355.1101164976328,11645,1000.0,2282,2282000.0,1642363.2738910753,639636.7261089247
2021-10-20,True,2737.7920680538014,20644,892.4270033713428,6669,5951595.685483485,3837238.0703848056,2114357.61509868
2021-10-21,False,1301.7637589979568,11708,1000.0,2378,2378000.0,1690308.7298795972,687691.2701204028
2021-10-22,False,1289.680195218064,11600,1000.0,2306,2306000.0,1654295.8531082568,651704.1468917432
2021-10-23,False,1247.0112562513682,11791,1000.0,2441,2441000.0,1721761.2258132766,719238.7741867234
2021-10-24,False,1280.6226064232965,11847,1000.0,2452,2452000.0,1727282.5686125741,724717.4313874259
2021-10-25,False,1290.634194338667,11657,1000.0,2373,2373000.0,1687805.1541113404,685194.8458886596
2021-10-26,False,1318.603891605822,11983,1000.0,2418,2418000.0,1710323.504142982,707676.495857018
2021-10-27,False,1305.419471660076,11520,1000.0,2258,2258000.0,1630308.7640206306,627691.2359793694
2021-10-28,False,1338.4288728035142,11718,1000.0,2322,2322000.0,1662341.3760530513,659658.6239469487
2021-10-29,False,1245.8705780287487,11636,1000.0,2336,2336000.0,1669258.5392707367,666741.4607292633
2021-10-30,False,1499.7676923590031,11976,1000.0,2463,2463000.0,1733010.00723292,729989.99276708
2021-10-31,False,1355.7298194449445,11651,1000.0,2307,2307000.0,1654858.5932665982,652141.4067334018
2021-11-01,False,1102.4051602671184,11813,1000.0,2372,2372000.0,1687103.2723371785,684896.7276628215
2021-11-02,False,1406.2612684465034,11764,1000.0,2362,2362000.0,1682414.930634283,679585.069365717
2021-11-03,False,1356.5704920793082,11748,1000.0,2399,2399000.0,1700871.526010543,698128.4739894569
2021-11-04,False,1225.654482150059,11830,1000.0,2425,2425000.0,1713748.1369904545,711251.8630095455
2021-11-05,False,1137.6156696072362,11619,1000.0,2377,2377000.0,1689654.563837036,687345.436162964
2021-11-06,False,1259.6042746535363,11748,1000.0,2359,2359000.0,1680764.412185551,678235.5878144491
2021-11-07,False,1480.3374854621447,11821,1000.0,2274,2274000.0,1638492.2900569497,635507.7099430503
2021-11-08,False,1320.126026975095,11667,1000.0,2314,2314000.0,1658320.2276495376,655679.7723504624
2021-11-09,False,1147.6254166289227,11586,1000.0,2243,2243000.0,1622654.9385278062,620345.0614721938
2021-11-10,True,2614.636210372207,20671,914.7516066903945,6751,6175488.096766854,3878129.724053222,2297358.3727136315
2021-11-11,False,1484.9026491823906,11841,1000.0,2423,2423000.0,1712986.4246803005,710013.5753196995
2021-11-12,True,2477.9431195939014,20103,942.9797956663333,6024,5680510.289093992,3514486.827990789,2166023.461103203
2021-11-13,False,1231.8360650252996,11662,1000.0,2378,2378000.0,1690232.9079775908,687767.0920224092
2021-11-14,False,1463.4443220405014,11953,1000.0,2502,2502000.0,1752469.1648626996,749530.8351373004
2021-11-15,False,1149.6495759425602,11873,1000.0,2378,2378000.0,1690152.9108600381,687847.0891399619
2021-11-16,False,1108.0349169389801,11693,1000.0,2414,2414000.0,1708114.8481387654,705885.1518612346
2021-11-17,False,1208.0687541574223,11674,1000.0,2313,2313000.0,1657708.8150597848,655291.1849402152
2021-11-18,False,1397.125286039134,11777,1000.0,2362,2362000.0,1682406.4595856257,679593.5404143743
2021-11-19,False,1245.2171862316352,11608,1000.0,2423,2423000.0,1712755.6958107273,710244.3041892727
2021-11-20,False,1324.795694808533,11779,1000.0,2411,2411000.0,1706835.3704823311,704164.6295176689
2021-11-21,False,1301.5984667008836,11905,1000.0,2383,2383000.0,1692820.5104051672,690179.4895948328
2021-11-22,False,1131.0067320956268,11471,1000.0,2382,2382000.0,1692141.954451581,689858.045548419
2021-11-23,False,1287.4164954469707,11879,1000.0,2359,2359000.0,1680799.7814821044,678200.2185178956
2021-11-24,False,1404.7623376754607,11941,1000.0,2365,2365000.0,1683906.3468353185,681093.6531646815
2021-11-25,False,1469.0537775431926,11920,1000.0,2334,2334000.0,1668471.5365991623,665528.4634008377
2021-11-26,False,1281.051378027472,11729,1000.0,2287,2287000.0,1644786.1883975407,642213.8116024593
2021-11-27,False,1394.8710103351993,11865,1000.0,2310,2310000.0,1656399.172367038,653600.827632962
2021-11-28,False,1369.072270484286,11879,1000.0,2364,2364000.0,1683381.4340064332,680618.5659935668
2021-11-29,False,1444.8389328021549,11775,1000.0,2289,2289000.0,1645947.50021609,643052.4997839101
2021-11-30,False,1394.5862106271134,11718,1000.0,2355,2355000.0,1678895.6211475842,676104.3788524158
2021-12-01,False,1205.3773964279944,11555,1000.0,2316,2316000.0,1659216.0494714435,656783.9505285565
2021-12-02,False,1315.6962791171493,11792,1000.0,2312,2312000.0,1657320.5026786237,654679.4973213763
2021-12-03,False,1352.6682648509984,11774,1000.0,2292,2292000.0,1647355.337541127,644644.6624588729
2021-12-04,False,1159.4987284950053,11711,1000.0,2363,2363000.0,1682661.3625630739,680338.6374369261
2021-12-05,False,1307.2259541596122,11811,1000.0,2347,2347000.0,1674814.7009167208,672185.2990832792
2021-12-06,False,1255.064541957292,11794,1000.0,2321,2321000.0,1661768.5504518305,659231.4495481695
2021-12-07,False,1351.8613441518164,11687,1000.0,2319,2319000.0,1660859.7425207132,658140.2574792868
2021-12-08,False,1260.702050736954,11807,1000.0,2327,2327000.0,1664775.833475995,662224.1665240049
2021-12-09,False,1229.7453993580002,11731,1000.0,2321,2321000.0,1661737.8380457403,659262.1619542597
2021-12-10,False,1225.2627810912913,11766,1000.0,2370,2370000.0,1686227.3175765662,683772.6824234338
2021-12-11,False,1231.6483222668603,11819,1000.0,2429,2429000.0,1715745.4663412618,713254.5336587382
2021-12-12,False,1454.2091824851063,11811,1000.0,2405,2405000.0,1703960.7604974494,701039.2395025506
2021-12-13,False,1484.0242834782985,11769,1000.0,2208,2208000.0,1605490.099962468,602509.900037532
2021-12-14,False,1331.9212235910418,11677,1000.0,2387,2387000.0,1694836.9990151762,692163.0009848238
2021-12-15,False,1328.966172540033,11912,1000.0,2297,2297000.0,1649832.8746887655,647167.1253112345
2021-12-16,False,1184.6964138540006,11742,1000.0,2415,2415000.0,1708693.3560222716,706306.6439777284
2021-12-17,False,1150.0530280649493,11712,1000.0,2376,2376000.0,1689155.007963292,686844.9920367079
2021-12-18,True,2784.680263230193,18366,884.5304425568507,5228,4624325.153687215,3116797.0179729913,1507528.135714224
2021-12-19,False,1207.9785999011478,11833,1000.0,2331,2331000.0,1666715.0425191848,664284.9574808152
2021-12-20,False,1159.5210398189831,11662,1000.0,2329,2329000.0,1665660.0844533062,663339.9155466938
2021-12-21,False,1292.0418677948296,11654,1000.0,2376,2376000.0,1689292.1231548318,686707.8768451682
2021-12-22,False,1119.6305360390384,11769,1000.0,2314,2314000.0,1658130.3264493165,655869.6735506835
2021-12-23,False,1364.3690310422971,12032,1000.0,2350,2350000.0,1676370.2193440483,673629.7806559517
2021-12-24,False,1220.3628494444106,11763,1000.0,2355,2355000.0,1678722.3990949162,676277.6009050838
2021-12-25,False,1118.307838573535,11541,1000.0,2228,2228000.0,1615143.474673303,612856.5253266969
2021-12-26,False,1103.7949285435357,11512,1000.0,2281,2281000.0,1641626.520104928,639373.479895072
2021-12-27,False,1195.7710197153933,11861,1000.0,2299,2299000.0,1650698.2991517212,648301.7008482788
2021-12-28,False,1447.3607698824112,11931,1000.0,2401,2401000.0,1701947.3663786156,699052.6336213844
2021-12-29,False,1151.6657291373826,11528,1000.0,2269,2269000.0,1635658.588756908,633341.411243092
2021-12-30,False,1350.0271901142578,11819,1000.0,2371,2371000.0,1686856.7017524613,684143.2982475387
2021-12-31,False,1243.0707692288618,11584,1000.0,2341,2341000.0,1671744.890077031,669255.109922969
